delivery_id,city,customer_id,scheduled_datetime,delivered_datetime,status,delay_minutes,carrier,distance_km,weight_kg
D00235,Cape Town,10078,2025-05-17 17:00:00,2025-05-18 08:15:00,Delivered,0,SwiftX,585,37.0
D00236,Durban,19223,2025-05-13 13:00:00,2025-05-13 15:26:00,Delivered,0,SwiftX,1463,4.0
D00237,Johannesburg,10147,2025-05-21 13:00:00,2025-05-21 20:05:00,Delivered,0,SwiftX,440,38.8
D00238,Durban,18754,2025-06-12 15:00:00,2025-06-13 13:24:00,Delivered,0,MegaHaul,372,48.4
D00239,Cape Town,18551,2025-05-25 14:00:00,2025-05-26 07:01:00,Delivered,0,MegaHaul,967,6.5
D00240,Durban,19832,2025-06-10 14:00:00,2025-06-10 21:31:00,Delivered,14,RoadRunner,771,48.4
D00241,Pretoria,15978,2025-06-09 07:00:00,2025-06-09 14:34:00,Delivered,21,MegaHaul,1316,33.0
D00242,Johannesburg,19127,2025-05-18 12:00:00,2025-05-18 22:00:00,Delivered,53,SkyDrop,128,19.7
D00243,Johannesburg,12461,2025-05-20 10:00:00,2025-05-21 07:27:00,Delivered,32,MegaHaul,126,40.9
D00244,Gqeberha,14875,2025-06-10 07:00:00,2025-06-10 10:28:00,Delivered,0,SwiftX,665,48.9
D00245,Pretoria,10646,2025-05-23 17:00:00,2025-05-23 22:14:00,Delivered,52,RoadRunner,666,49.2
D00246,Bloemfontein,13537,2025-05-02 10:00:00,2025-05-02 19:01:00,Delivered,19,SwiftX,1435,42.1
D00247,Pretoria,11724,2025-06-02 13:00:00,2025-06-02 23:15:00,Delivered,41,SkyDrop,23,8.0
D00248,Johannesburg,19496,2025-06-06 13:00:00,2025-06-06 20:01:00,Delivered,0,MegaHaul,133,37.2
D00249,Gqeberha,15343,2025-06-11 07:00:00,2025-06-11 15:52:00,Delivered,0,MegaHaul,306,31.0
D00250,Johannesburg,12159,2025-05-13 14:00:00,2025-05-13 23:48:00,Delivered,29,SwiftX,1040,37.4
